#Time		#Wave		#Intensity
0.000000	2533.650391	94.094452
0.000000	2532.827148	203.365433
0.000000	2532.002930	145.668991
0.000000	2531.178711	133.506393
0.000000	2530.354492	139.550262
0.000000	2529.530273	142.558838
0.000000	2528.706055	112.207367
0.000000	2527.881836	148.572723
0.000000	2527.057617	127.325562
0.000000	2526.232422	124.272049
0.000000	2525.407227	121.219597
0.000000	2524.582031	133.317978
0.000000	2523.756836	121.176720
0.000000	2522.931641	148.415207
0.000000	2522.106445	136.275543
0.000000	2521.280273	130.195786
0.000000	2520.455078	151.363602
0.000000	2519.628906	121.069412
0.000000	2518.802734	121.047928
0.000000	2517.976563	169.437012
0.000000	2517.149414	148.231064
0.000000	2516.323242	130.057205
0.000000	2515.497070	148.178375
0.000000	2514.669922	139.081482
0.000000	2513.842773	142.079712
0.000000	2513.015625	154.144150
0.000000	2512.188477	117.853943
0.000000	2511.361328	132.939728
0.000000	2510.533203	138.957672
0.000000	2509.705078	151.013992
0.000000	2508.877930	172.125229
0.000000	2508.049805	132.844879
0.000000	2507.221680	111.690514
0.000000	2506.393555	147.888031
0.000000	2505.564453	150.879166
0.000000	2504.736328	174.988525
0.000000	2503.907227	180.990219
0.000000	2503.078125	156.830093
0.000000	2502.249023	168.863693
0.000000	2501.419922	171.848312
0.000000	2500.590820	162.774475
0.000000	2499.760742	138.634857
0.000000	2498.931641	144.636505
0.000000	2498.101563	132.559647
0.000000	2497.271484	138.560196
0.000000	2496.441406	159.616745
0.000000	2495.611328	147.543671
0.000000	2494.781250	117.411591
0.000000	2493.950195	129.430496
0.000000	2493.119141	120.378784
0.000000	2492.289063	171.508865
0.000000	2491.458008	132.368942
0.000000	2490.626953	93.243126
0.000000	2489.794922	186.452606
0.000000	2488.963867	108.243263
0.000000	2488.131836	132.273438
0.000000	2487.300781	138.260880
0.000000	2486.468750	153.261536
0.000000	2485.636719	117.178802
0.000000	2484.804688	123.165688
0.000000	2483.971680	120.139900
0.000000	2483.139648	162.159500
0.000000	2482.306641	156.125305
0.000000	2481.473633	147.091415
0.000000	2480.640625	90.039635
0.000000	2479.807617	159.041168
0.000000	2478.974609	123.009521
0.000000	2478.141602	149.984375
0.000000	2477.307617	80.976852
0.000000	2476.473633	179.915863
0.000000	2475.639648	143.906525
0.000000	2474.805664	125.895302
0.000000	2473.971680	122.875427
0.000000	2473.137695	143.827972
0.000000	2472.302734	143.801773
0.000000	2471.468750	185.710114
0.000000	2470.633789	110.806801
0.000000	2469.798828	161.688538
0.000000	2468.963867	131.722183
0.000000	2468.127930	149.656967
0.000000	2467.292969	149.629639
0.000000	2466.457031	110.705704
0.000000	2465.622070	146.583450
0.000000	2464.786133	146.556641
0.000000	2463.950195	134.568222
0.000000	2463.113281	116.604439
0.000000	2462.277344	203.273071
0.000000	2461.440430	131.505539
0.000000	2460.604492	71.717148
0.000000	2459.767578	158.346329
0.000000	2458.930664	167.278641
0.000000	2458.093750	155.301666
0.000000	2457.255859	146.315079
0.000000	2456.418945	149.273682
0.000000	2455.581055	128.351776
0.000000	2454.743164	143.250061
0.000000	2453.905273	152.175201
0.000000	2453.067383	146.180649
0.000000	2452.229492	140.188278
0.000000	2451.391602	113.322838
0.000000	2450.552734	163.989685
0.000000	2449.713867	113.281082
0.000000	2448.875000	65.571693
0.000000	2448.036133	116.219276
0.000000	2447.197266	145.992142
0.000000	2446.358398	131.070786
0.000000	2445.518555	175.721542
0.000000	2444.678711	142.933487
0.000000	2443.839844	133.975372
0.000000	2443.000000	136.927261
0.000000	2442.159180	142.854187
0.000000	2441.319336	121.998703
0.000000	2440.479492	124.951134
0.000000	2439.638672	148.723785
0.000000	2438.797852	148.696228
